,TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note.Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row.Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019.2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath.June2019.,Drought2006,MaturityMar2020,Maturity.at.June.2019,Yearplanted,DroughtImpact_20192020,DroughtImpact_20192020_shift,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID,percentage_affected,.groups
73,Eucalyptus microcorys,Eucalyptus microcorys,Eucalyptus microcorys,,Species ,D.Nicolle,1102,"Johns River, NSW",31,41,30,152,44,3,31.69166667,152.7341667,198,11,R198/T11,Alive,Severe,Severe,?,Moderate,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2000,3,4,1,6,6,NA,drop
74,Eucalyptus propinqua,Eucalyptus propinqua,Eucalyptus propinqua,,Species ,D.Nicolle,1102,"Telegraph Point, NSW",31,16,59,152,48,49,31.28305556,152.8136111,95,21,R095/T21,Alive,Moderate,Slight,?,None evident,,,,,Severe,Flowered,Flowered,1996,1,2,1,5,3,NA,drop
75,Eucalyptus propinqua,Eucalyptus propinqua,Eucalyptus propinqua,,Species ,D.Nicolle,1102,"Telegraph Point, NSW",31,16,59,152,48,49,31.28305556,152.8136111,95,22,R095/T22,Alive,Severe,Moderate,?,None evident,,,,,Moderate,Flowered,Flowered,1996,2,3,1,5,3,NA,drop
76,Eucalyptus propinqua,Eucalyptus propinqua,Eucalyptus propinqua,,Species ,D.Nicolle,1102,"Telegraph Point, NSW",31,16,59,152,48,49,31.28305556,152.8136111,95,24,R095/T24,Alive,Slight,Severe,??,None evident,,,,,Severe,Flowered,Flowered,1996,3,4,1,5,3,NA,drop
77,Eucalyptus bancroftii,Eucalyptus bancroftii,Eucalyptus bancroftii,,Species ,D.Nicolle,1104,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,95,2,R095/T02,Alive,Moderate,Moderate,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,Moderate,Flowered,Flowered,1996,2,3,1,4,2,0,drop
78,Eucalyptus bancroftii,Eucalyptus bancroftii,Eucalyptus bancroftii,,Species ,D.Nicolle,1104,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,95,3,R095/T03,Alive,Slight,Moderate,?,Very scattered,Secondary & tertiary branches,3 - 6 months,Moderate,,Moderate,Flowered,Flowered,1996,2,3,1,4,2,0,drop
79,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Eucalyptus tetrapleura,,Species ,D.Nicolle,1104,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,93,33,R093/T33,Alive,Slight,Slight,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1996,1,2,1,5,4,0,drop
80,Eucalyptus tetrapleura,Eucalyptus tetrapleura,Eucalyptus tetrapleura,,Species ,D.Nicolle,1105,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,197,19,R197/T19,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2000,1,2,1,5,4,NA,drop
81,Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus tindaliae,,Species ,D.Nicolle,1105,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,143,4,R143/T04,Alive,Moderate,Moderate,?,Extensive,Tertiary branches,3 - 6 months,None evident,,None evident,,,1997,2,3,1,4,3,NA,drop
82,Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus tindaliae,,Species ,D.Nicolle,1105,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,143,2,R143/T02,Alive,Slight,Moderate,?,None evident,,,,,None evident,,,1997,2,3,1,4,3,NA,drop
83,Eucalyptus tindaliae,Eucalyptus tindaliae,Eucalyptus tindaliae,,Species ,D.Nicolle,1105,"Wells Crossing, NSW",29,54,6,153,3,53,29.90166667,153.0647222,143,3,R143/T03,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1997,1,2,1,4,3,NA,drop
84,Eucalyptus rummeryi,Eucalyptus rummeryi,Eucalyptus rummeryi,,Species ,D.Nicolle,1106,"Mallanganee, NSW",28,55,59,152,42,18,28.93305556,152.705,194,14,R194/T14,Alive,Moderate,Moderate,?,Moderate,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,,,2000,2,3,1,3,3,NA,drop
85,Eucalyptus rummeryi,Eucalyptus rummeryi,Eucalyptus rummeryi,,Species ,D.Nicolle,1106,"Mallanganee, NSW",28,55,59,152,42,18,28.93305556,152.705,194,13,R194/T13,Alive,Moderate,Slight,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2000,1,2,1,3,3,NA,drop
86,Eucalyptus campanulata,Eucalyptus campanulata,Eucalyptus campanulata,,Species ,D.Nicolle,1107,"Drake, NSW",28,55,28,152,18,54,28.92444444,152.315,196,14,R196/T14,Alive,Moderate,Severe,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2000,3,4,1,5,1,NA,drop
87,Eucalyptus dalveenica,Eucalyptus dalveenica,Eucalyptus dalveenica,,Species ,D.Nicolle,1107,"Dalveen, Qld",28,29,52,151,58,0,28.49777778,151.9666667,92,17,R092/T17,Alive,Moderate,Moderate,?,Very scattered,Secondary & tertiary branches,3 - 6 months,Moderate,,Severe,,,1996,2,3,1,3,1,NA,drop
88,Eucalyptus punctata,Eucalyptus punctata,Eucalyptus punctata,,Species ,D.Nicolle,1107,"Dalveen, Qld",28,29,47,151,56,1,28.49638889,151.9336111,90,35,R090/T35,Alive,Slight,Slight,?,None evident,,,,,Slight,Flowered,Flowered,1996,1,2,1,4,4,NA,drop
89,Eucalyptus chloroclada,Eucalyptus chloroclada,Eucalyptus chloroclada,,Species ,D.Nicolle,1107,"Warwick, Qld",28,18,1,151,55,30,28.30027778,151.925,92,18,R092/T18,Alive,Severe,Severe,?,,,,,,None evident,,,1996,3,4,1,4,4,NA,drop
90,Corymbia maculata (C. henryi),Corymbia maculata,Corymbia henryi,,Species ,D.Nicolle,1108,"Helidon Hills, Qld",27,26,46,152,11,49,27.44611111,152.1969444,91,5,R091/T05,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,4,0,drop
91,Corymbia maculata (C. henryi),Corymbia maculata,Corymbia henryi,,Species ,D.Nicolle,1108,"Helidon Hills, Qld",27,26,46,152,11,49,27.44611111,152.1969444,91,7,R091/T07,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,4,0,drop
92,Eucalyptus decorticans,Eucalyptus decorticans,Eucalyptus decorticans,,Species ,D.Nicolle,1108,"Eidsvold, Qld",25,22,51,151,9,2,25.38083333,151.1505556,90,33,R090/T33,Alive,Slight,Slight,?,Moderate,Secondary & tertiary branches,3 - 6 months,None evident,,Slight,Flowered,Flowered,1996,1,2,1,4,3,0,drop
93,Eucalyptus decorticans,Eucalyptus decorticans,Eucalyptus decorticans,,Species ,D.Nicolle,1108,"Eidsvold, Qld",25,22,51,151,9,2,25.38083333,151.1505556,90,30,R090/T30,Alive,Slight,Slight,?,Scattered,Tertiary branches,3 - 6 months,None evident,,Slight,Flowered,Flowered,1996,1,2,1,4,3,0,drop
94,Eucalyptus decorticans,Eucalyptus decorticans,Eucalyptus decorticans,,Species ,D.Nicolle,1109,"Eidsvold, Qld",25,22,51,151,9,2,25.38083333,151.1505556,90,31,R090/T31,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,3,NA,drop
95,Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,,Species ,D.Nicolle,1109,"Eidsvoid, Qld",25,18,2,151,8,1,25.30055556,151.1336111,92,32,R092/T32,Alive,None evident,Slight,?,None evident,,,,,Slight,Flowered,Flowered,1996,1,2,1,3,2,NA,drop
96,Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,,Species ,D.Nicolle,1109,"Eidsvoid, Qld",25,18,2,151,8,1,25.30055556,151.1336111,92,33,R092/T33,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,3,2,NA,drop
97,Eucalyptus apothalassica,Eucalyptus apothalassica,Eucalyptus apothalassica,,Species ,D.Nicolle,1109,"Eidsvold, Qld",25,21,16,150,36,35,25.35444444,150.6097222,89,38,R089/T38,Alive,Moderate,Moderate,?,None evident,,,,,Moderate,,,1996,2,3,1,5,3,NA,drop
98,Eucalyptus apotholassica,Eucalyptus apothalassica,Eucalyptus apothalassica,,Species ,D.Nicolle,1110,"Eidsvold, Qld",25,21,16,150,36,35,25.35444444,150.6097222,151,14,R151/T14,Alive,Slight,Moderate,?,Moderate,Tertiary branches,3 - 6 months,Moderate,,None evident,,,1998,2,3,1,5,3,0,drop
99,Eucalyptus apotholassica,Eucalyptus apothalassica,Eucalyptus apothalassica,,Species ,D.Nicolle,1110,"Eidsvold, Qld",25,21,16,150,36,35,25.35444444,150.6097222,151,13,R151/T13,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1998,1,2,1,5,3,0,drop
100,Eucalyptus pachycalyx subsp. waajensis,Eucalyptus pachycalyx subsp. waajensis,Eucalyptus pachycalyx subsp. waajensis,,Subspecies,D.Nicolle,1110,"Cracow, Qld",25,28,47,150,17,6,25.47972222,150.285,162,9,R162/T09,Alive,None evident,Slight,?,Moderate,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Budded,Budded,1998,1,2,1,2,1,0,drop
101,Eucalyptus suffulgens,Eucalyptus suffulgens,Eucalyptus suffulgens,,Species ,D.Nicolle,1110,"Isla Gorge 2, Qld",25,11,33,149,58,16,25.1925,149.9711111,89,27,R089/T27,Alive,Moderate,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,3,0,drop
102,Eucalyptus suffulgens,Eucalyptus suffulgens,Eucalyptus suffulgens,,Species ,D.Nicolle,1111,"Isla Gorge 2, Qld",25,11,33,149,58,16,25.1925,149.9711111,89,29,R089/T29,Alive,None evident,Slight,?,Scattered,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,None evident,Flowered,Flowered,1996,1,2,1,4,3,NA,drop
103,Eucalyptus suffulgens,Eucalyptus suffulgens,Eucalyptus suffulgens,,Species ,D.Nicolle,1111,"Isla Gorge 2, Qld",25,11,33,149,58,16,25.1925,149.9711111,89,26,R089/T26,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,3,NA,drop
104,Eucalyptus grisea,Eucalyptus grisea,Eucalyptus grisea,,Species ,D.Nicolle,1111,"Carnarvon Range, Qld",25,7,39,147,51,18,25.1275,147.855,94,29,R094/T29,Alive,Slight,Slight,?,None evident,,,,,Slight,Flowered,Flowered,1996,1,2,1,2,2,NA,drop
105,Eucalyptus grisea,Eucalyptus grisea,Eucalyptus grisea,,Species ,D.Nicolle,1111,"Carnarvon Range, Qld",25,7,39,147,51,18,25.1275,147.855,94,30,R094/T30,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,2,2,NA,drop
106,Corymbia leichhardtii,Corymbia leichhardtii,Corymbia leichhardtii,,Species ,D.Nicolle,1112,"Springsure, Qld",24,9,4,147,52,48,24.15111111,147.88,89,4,R089/T04,Alive,Moderate,Slight,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,,,1996,1,2,1,4,4,0,drop
107,Corymbia leichhardtii,Corymbia leichhardtii,Corymbia leichhardtii,,Species ,D.Nicolle,1112,"Springsure, Qld",24,9,4,147,52,48,24.15111111,147.88,89,2,R089/T02,Alive,Slight,Moderate,?,None evident,,,,,None evident,,,1996,2,3,1,4,4,0,drop
108,Corymbia leichhardtii,Corymbia leichhardtii,Corymbia leichhardtii,,Species ,D.Nicolle,1112,"Springsure, Qld",24,9,4,147,52,48,24.15111111,147.88,89,3,R089/T03,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1996,1,2,1,4,4,0,drop
109,Corymbia scabrida,Corymbia scabrida,Corymbia scabrida,,Species ,D.Nicolle,1112,"Springsure, Qld",24,21,55,147,23,33,24.36527778,147.3925,89,11,R089/T11,Alive,None evident,Slight,?,None evident,,,,,None evident,,,1996,1,2,1,4,2,0,drop
110,Corymbia scabrida,Corymbia scabrida,Corymbia scabrida,,Species ,D.Nicolle,1113,"Springsure, Qld",24,21,55,147,23,33,24.36527778,147.3925,89,13,R089/T13,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,2,NA,drop
111,Eucalyptus exilipes,Eucalyptus exilipes,Eucalyptus exilipes,,Species ,D.Nicolle,1113,"White Mountains, Qld",20,42,39,145,13,20,20.71083333,145.2222222,90,25,R090/T25,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,6,5,NA,drop
112,Eucalyptus drepanophylla (E. xanthoclada),Eucalyptus drepanophylla,Eucalyptus crebra,,Species ,D.Nicolle,1113,"Pentland, Qld",20,30,9,145,26,14,20.5025,145.4372222,89,30,R089/T30,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1996,1,2,1,1,1,NA,drop
113,Eucalyptus platyphylla,Eucalyptus platyphylla,Eucalyptus platyphylla,,Species ,CSIRO,1113,"Mareeba, Qld",16,57,30,145,22,30,16.95833333,145.375,156,33,R156/T33,Alive,None evident,Slight,?,None evident,,,,,None evident,,,1999,1,2,1,4,1,NA,drop
114,Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus raveretiana,,Species ,D.Nicolle,1114,"Reid River, Qld",19,49,19,146,47,25,19.82194444,146.7902778,94,15,R094/T15,Alive,Moderate,Moderate,?,None evident,,,,,None evident,,,1996,2,3,1,4,4,NA,drop
115,Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus raveretiana,,Species ,D.Nicolle,1114,"Reid River, Qld",19,49,19,146,47,25,19.82194444,146.7902778,94,16,R094/T16,Alive,Moderate,Moderate,?,None evident,,,,,None evident,,,1996,2,3,1,4,4,NA,drop
116,Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus raveretiana,,Species ,D.Nicolle,1114,"Reid River, Qld",19,49,19,146,47,25,19.82194444,146.7902778,94,17,R094/T17,Alive,Moderate,Moderate,?,None evident,,,,,None evident,,,1996,2,3,1,4,4,NA,drop
117,Eucalyptus raveretiana,Eucalyptus raveretiana,Eucalyptus raveretiana,,Species ,D.Nicolle,1114,"Reid River, Qld",19,49,19,146,47,25,19.82194444,146.7902778,94,14,R094/T14,Alive,Slight,Moderate,?,None evident,,,,,None evident,,,1996,2,3,1,4,4,NA,drop
118,Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus paedoglauca,,Species ,D.Nicolle,1116,"Mt Stuart 1, Qld",19,21,39,146,48,30,19.36083333,146.8083333,156,14,R156/T14,Alive,None evident,Slight,?,None evident,,,,,None evident,,,1998,1,2,1,7,4,0,drop
119,Eucalyptus paedoglauca,Eucalyptus paedoglauca,Eucalyptus paedoglauca,,Species ,D.Nicolle,1116,"Mt Stuart 1, Qld",19,21,39,146,48,30,19.36083333,146.8083333,156,13,R156/T13,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1998,1,2,1,7,4,0,drop
120,Eucalyptus acmenoides (E. uvida),Eucalyptus acmenoides,Eucalyptus acmenoides,,Species ,D.Nicolle,1116,"Paluma, Qld",18,59,7,146,17,44,18.98527778,146.2955556,160,7,R160/T07,Alive,Moderate,Severe,?,Moderate,"Primary, secondary & tertiary branches",3 - 6 months,Slight,,None evident,,,1998,3,4,1,7,5,0,drop
121,Eucalyptus acmenoides (E. uvida),Eucalyptus acmenoides,Eucalyptus acmenoides,,Species ,D.Nicolle,1117,"Paluma, Qld",18,59,7,146,17,44,18.98527778,146.2955556,160,5,R160/T05,Alive,Moderate,Slight,?,Scattered,Primary & secondary branches,3 - 6 months,None evident,,None evident,,,1998,1,2,1,7,5,NA,drop
122,Eucalyptus acmenoides (E. uvida),Eucalyptus acmenoides,Eucalyptus acmenoides,,Species ,D.Nicolle,1117,"Paluma, Qld",18,59,7,146,17,44,18.98527778,146.2955556,160,6,R160/T06,Alive,Slight,Moderate,?,Scattered,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,None evident,,,1998,2,3,1,7,5,NA,drop
123,Eucalyptus acmenoides (E. uvida),Eucalyptus acmenoides,Eucalyptus acmenoides,,Species ,D.Nicolle,1117,"Paluma, Qld",18,59,7,146,17,44,18.98527778,146.2955556,307,16,R307/T16,Alive,None evident,Slight,?,None evident,,,,,Not applicable,,,2010,1,2,1,7,5,NA,drop
124,Eucalyptus acmenoides (E. uvida),Eucalyptus acmenoides,Eucalyptus acmenoides,,Species ,D.Nicolle,1117,"Paluma, Qld",18,59,7,146,17,44,18.98527778,146.2955556,307,17,R307/T17,Alive,Slight,Moderate,?,Very scattered,Secondary & tertiary branches,3 - 6 months,Moderate,,Not applicable,,,2010,2,3,1,7,5,NA,drop
125,Eucalyptus tindaliae (E. reducta),Eucalyptus tindaliae,Eucalyptus tindaliae,,Species ,D.Nicolle,1118,"Paluma, Qld",19,0,28,146,16,15,19.00777778,146.2708333,95,25,R095/T25,Alive,None evident,Slight,?,None evident,,,,,Slight,Flowered,Flowered,1996,1,2,1,3,3,NA,drop
126,Eucalyptus tindaliae (E. reducta),Eucalyptus tindaliae,Eucalyptus tindaliae,,Species ,D.Nicolle,1118,"Paluma, Qld",19,0,28,146,16,15,19.00777778,146.2708333,95,26,R095/T26,Alive,None evident,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,1996,1,2,1,3,3,NA,drop
127,Eucalyptus tindaliae (E. reducta),Eucalyptus tindaliae,Eucalyptus tindaliae,,Species ,D.Nicolle,1118,"Paluma, Qld",19,0,28,146,16,15,19.00777778,146.2708333,95,27,R095/T27,Alive,Slight,Slight,?,None evident,,,,,Slight,Budded,Budded,1996,1,2,1,3,3,NA,drop
128,Eucalyptus macta,Eucalyptus macta,Eucalyptus resinifera subsp. resinifera,,Subspecies,D.Nicolle,1118,"Paluma, Qld",19,1,3,146,6,50,19.0175,146.1138889,95,13,R095/T13,Alive,Moderate,Severe,?,Moderate,Primary & tertiary branches,3 - 6 months,Moderate,,Severe,Flowered,Flowered,1996,3,4,1,4,1,NA,drop
129,Corymbia leptoloma,Corymbia leptoloma,Corymbia leptoloma,,Species ,D.Nicolle,1119,"Paluma, Qld",19,0,40,146,5,57,19.01111111,146.0991667,95,10,R095/T10,Alive,Moderate,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,1996,2,3,1,4,4,0,drop
130,Corymbia leptoloma,Corymbia leptoloma,Corymbia leptoloma,,Species ,D.Nicolle,1119,"Paluma, Qld",19,0,40,146,5,57,19.01111111,146.0991667,95,7,R095/T07,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,4,0,drop
131,Eucalyptus granitica,Eucalyptus granitica,Eucalyptus granitica,,Species ,D.Nicolle,1119,"Herberton, Qld",17,23,14,145,20,46,17.38722222,145.3461111,94,1,R094/T01,Alive,Slight,Slight,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1996,1,2,1,4,3,0,drop
132,Eucalyptus pachycalyx subsp. pachycalyx,Eucalyptus pachycalyx subsp. pachycalyx,Eucalyptus pachycalyx subsp. pachycalyx,,Subspecies,D.Nicolle,1119,"Watsonville, Qld",17,22,36,145,17,52,17.37666667,145.2977778,141,4,R141/T04,Alive,None evident,Slight,?,None evident,,,,,None evident,,,1997,1,2,1,5,3,0,drop
133,Eucalyptus atrata,Eucalyptus atrata,Eucalyptus atrata,,Species ,D.Nicolle,112,"Herberton, Qld",17,23,13,145,19,56,17.38694444,145.3322222,91,31,R091/T31,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,4,NA,drop
134,Eucalyptus lockyeri subsp. exuta,Eucalyptus lockyeri subsp. exuta,Eucalyptus lockyeri subsp. exuta,,Species ,D.Nicolle,112,"Walkamin, Qld",17,5,46,145,31,46,17.09611111,145.5294444,94,21,R094/T21,Alive,Slight,Slight,?,Scattered,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,None evident,Flowered,Flowered,1996,1,2,1,4,3,NA,drop
135,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,,Subspecies,D.Nicolle,112,"Laura, Qld",15,33,19,144,26,21,15.55527778,144.4391667,93,8,R093/T08,Alive,Moderate,Moderate,?,None evident,,,,,Severe,,,1996,2,3,1,5,4,NA,drop
136,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,,Subspecies,D.Nicolle,112,"Laura, Qld",15,33,19,144,26,21,15.55527778,144.4391667,93,9,R093/T09,Alive,Moderate,Slight,?,None evident,,,,,None evident,,,1996,1,2,1,5,4,NA,drop
137,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,,Subspecies,D.Nicolle,1120,"Laura, Qld",15,33,19,144,26,21,15.55527778,144.4391667,93,10,R093/T10,Alive,Slight,Slight,?,None evident,,,,,Severe,,,1996,1,2,1,5,4,NA,drop
138,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,Eucalyptus camaldulensis subsp. simulata,,Subspecies,D.Nicolle,1120,"Laura, Qld",15,33,19,144,26,21,15.55527778,144.4391667,93,12,R093/T12,Alive,Slight,Slight,?,None evident,,,,,Moderate,Budded,Budded,1996,1,2,1,5,4,NA,drop
139,Eucalyptus brassiana,Eucalyptus brassiana,Eucalyptus brassiana,,Species ,D.Nicolle,1120,"Battlecamp, Qld",15,18,15,144,48,27,15.30416667,144.8075,95,5,R095/T05,Alive,Slight,Slight,?,Moderate,Trunk + primary & secondary branches,3 - 6 months,None evident,,Slight,,,1996,1,2,1,2,2,NA,drop
140,Eucalyptus brassiana,Eucalyptus brassiana,Eucalyptus brassiana,,Species ,D.Nicolle,1120,"Battlecamp, Qld",15,18,15,144,48,27,15.30416667,144.8075,95,6,R095/T06,Alive,Slight,Slight,?,None evident,,,,,Severe,,,1996,1,2,1,2,2,NA,drop
141,Eucalyptus drepanophylla,Eucalyptus drepanophylla,Eucalyptus crebra,,Species ,D.Nicolle,1121,"Battlecamp, Qld",15,18,27,144,50,16,15.3075,144.8377778,93,26,R093/T26,Alive,Slight,Moderate,?,Moderate,Primary & secondary branches,3 - 6 months,None evident,,None evident,,,1996,2,3,1,3,2,0,drop
142,Eucalyptus drepanophylla,Eucalyptus drepanophylla,Eucalyptus crebra,,Species ,D.Nicolle,1121,"Battlecamp, Qld",15,18,27,144,50,16,15.3075,144.8377778,93,25,R093/T25,Alive,Slight,Moderate,?,Moderate,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,None evident,,,1996,2,3,1,3,2,0,drop
143,Eucalyptus lockyeri,Eucalyptus lockyeri,Eucalyptus lockyeri,,Species ,D.Nicolle,1121,"Ravenshoe, Qld",17,35,19,145,27,53,17.58861111,145.4647222,93,3,R093/T03,Alive,Moderate,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,2,0,drop
144,Eucalyptus lockyeri,Eucalyptus lockyeri,Eucalyptus lockyeri,,Species ,D.Nicolle,1121,"Ravenshoe, Qld",17,35,19,145,27,53,17.58861111,145.4647222,93,4,R093/T04,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,4,2,0,drop
145,Eucalyptus platydisca,Eucalyptus platydisca,Eucalyptus platydisca,,Species ,D.Nicolle,1122,"Mt Norcott, WA",32,7,6,122,0,31,32.11833333,122.0086111,176,6,R176/T06,Alive,None evident,Moderate,??,Moderate,Basal only,3 - 9 months,None evident,,None evident,Flowered,Flowered,1999,2,3,1,7,5,0.5,drop
146,Eucalyptus platydisca,Eucalyptus platydisca,Eucalyptus platydisca,,Species ,D.Nicolle,1122,"Mt Norcott, WA",32,7,6,122,0,31,32.11833333,122.0086111,176,8,R176/T08,Alive,None evident,Moderate,??,None evident,,,,,None evident,Flowered,Flowered,1999,2,3,1,7,5,0.5,drop
147,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,1122,"Kupiano, PNG",10,4,30,148,13,30,10.075,148.225,80,10,R080/T10,Alive,Moderate,Slight,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1999,1,2,1,6,6,0.5,drop
148,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,1122,"Kupiano, PNG",10,4,30,148,13,30,10.075,148.225,80,5,R080/T05,Alive,Moderate,Slight,?,None evident,,,,,None evident,,,1999,1,2,1,6,6,0.5,drop
149,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,1123,"Kupiano, PNG",10,4,30,148,13,30,10.075,148.225,80,8,R080/T08,Alive,Severe,Moderate,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1999,2,3,1,6,6,0,drop
150,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,1123,"Kupiano, PNG",10,4,30,148,13,30,10.075,148.225,80,7,R080/T07,Alive,Severe,Severe,?,Scattered,Secondary & tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1999,3,4,1,6,6,0,drop
151,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,1123,"Kupiano, PNG",10,4,30,148,13,30,10.075,148.225,80,6,R080/T06,Alive,Slight,Slight,?,Moderate,Tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,1999,1,2,1,6,6,0,drop
152,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,Eucalyptus tereticornis subsp. tereticornis,,Subspecies,CSIRO,1123,"Kupiano, PNG",10,4,30,148,13,30,10.075,148.225,80,9,R080/T09,Alive,Slight,Slight,?,None evident,,,,,Severe,,,1999,1,2,1,6,6,0,drop
153,Eucalyptus microcarpa (Adelaide variant),Eucalyptus microcarpa,Eucalyptus microcarpa,,Species ,D.Nicolle,11239,"Happy Valley, SA",35,5,9,138,33,38,35.08583333,138.5605556,87,24,R087/T24,Alive,Slight,Slight,?,None evident,,,,,None evident,,,1996,1,2,1,6,5,0.5,drop
154,Eucalyptus microcarpa (Adelaide variant),Eucalyptus microcarpa,Eucalyptus microcarpa,,Species ,D.Nicolle,11239,"Happy Valley, SA",35,5,9,138,33,38,35.08583333,138.5605556,87,25,R087/T25,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,1996,1,2,1,6,5,0.5,drop
