"","TaxonoriginalDN","Taxonsimplified_DN","Acceptedname_ALA","name","Note.Gbif","Taxonresolution_ALA","Collector","UniqueID","Provenance","Latitudedegrees","Latitudeminutes","Latitudeseconds","Longitudedegrees","Longitudeminutes","Longitudeseconds","Row","Tree","StatusFeb2016","Drought2019","Drought2020","Recovery2019.2020","Regrowth","RegrowthLocation","RegrowthAge","Regrowthdieback","Timesincedeath.June2019.","Drought2006","MaturityMar2020","Maturity.at.June.2019","Yearplanted","RowTree","FieldID","DNNumber"
"82","Eucalyptus balladoniensis subsp. balladoniensis","Eucalyptus balladoniensis subsp. balladoniensis","Eucalyptus balladoniensis subsp. balladoniensis","eucalyptus balladoniensis subsp. balladoniensis","","Subspecies","D.Nicolle","118","Balladonia, WA",32,15,27,123,26,"6",28,7,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R028/T06","CCA0457",118
"83","Eucalyptus baiophylla","Eucalyptus baiophylla","Eucalyptus baiophylla","eucalyptus baiophylla","","Species ","D.Nicolle","1181","Cape Farquhar, WA",23,37,36,113,38,"6",72,1,"Alive","None evident","None evident","?","","","","","","None evident","","",1995,"R072/T03","CCA1271",1181
"84","Eucalyptus ultima","Eucalyptus ultima","Eucalyptus ultima","eucalyptus ultima","","Species ","D.Nicolle","1182","Cape Range 1, WA",22,7,8,114,3,"5",62,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"R062/T21","CCA1002",1182
"85","Eucalyptus xerothermica","Eucalyptus xerothermica","Eucalyptus xerothermica","eucalyptus xerothermica","","Species","D.Nicolle","1183","Cape Range, WA",22,7,7,114,3,"2",73,6,"Alive","None evident","None evident","?","","","","","","None evident","","",1995,"R039/T31","CCA0514",541
"86","Eucalyptus prominens","Eucalyptus prominens","Eucalyptus prominens","eucalyptus prominens","","Species ","D.Nicolle","1184","Cape Range, WA",22,7,1,114,2,"27",69,1,"Dead","","","","","","","","","","","",1995,"R132/T17","CCA2840",1184
"87","Eucalyptus repullulans","Eucalyptus repullulans","Eucalyptus repullulans","eucalyptus repullulans","","Species ","D.Nicolle","1188","Newman, WA",22,37,50,117,36,"56",64,24,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"R064/T24","CCA1071",1188
"88","Eucalyptus pilbarensis","Eucalyptus pilbarensis","Eucalyptus pilbarensis","eucalyptus pilbarensis","","Species ","D.Nicolle","1189","Mt Nameless, WA",23,43,22,117,45,"22",62,17,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"R062/T17","CCA0999",1189
"89","Corymbia hamersleyana","Corymbia hamersleyana","Corymbia hamersleyana","corymbia hamersleyana","","Species ","D.Nicolle","1190","Mt Nameless, WA",22,43,18,117,45,"26",64,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"R064/T01","CCA1054",1190
"90","Corymbia opaca","Corymbia opaca","Corymbia opaca","corymbia opaca","","Species ","D.Nicolle","1196","Great Sandy Desert, WA",22,57,27,122,37,"4",67,36,"Dead","","","","","","","","","","","",1995,"R179/T13","CCA3590",2434
"91","Eucalyptus kingsmillii","Eucalyptus kingsmillii","Eucalyptus kingsmillii","eucalyptus kingsmillii","","Species ","D.Nicolle","1197","Great Sandy Desert,  WA",22,51,1,123,37,"41",68,39,"Dead","","","","","","","","","","","",1995,"R040/T07","CCA0520",535
"92","Corymbia pachycarpa (subsp. glabrescens)","Corymbia pachycarpa","Corymbia pachycarpa","corymbia pachycarpa","","Species ","D.Nicolle","1198","Great Sandy Desert, WA",22,41,40,123,43,"31",73,18,"Dead","","","","","","","","","","","",1995,"R301/T21","CCA5447",1939
"93","Eucalyptus odontocarpa","Eucalyptus odontocarpa","Eucalyptus odontocarpa","eucalyptus odontocarpa","","Species ","D.Nicolle","1199","Great Sandy Desert, WA",22,30,22,124,4,"56",66,12,"Dead","","","","","","","","","","","",1995,"R183/T30","CCA3651",1199
"94","Eucalyptus laevis","Eucalyptus laevis","Eucalyptus laevis","eucalyptus laevis","","Species ","D.Nicolle","120","Balladonia, WA",32,13,57,123,23,"24",11,11,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R011/T11","CCA0059",120
"95","Eucalyptus normantonensis","Eucalyptus normantonensis","Eucalyptus normantonensis","eucalyptus normantonensis","","Species ","D.Nicolle","1202","Pollock Hills, WA",22,49,41,127,37,"30",65,1,"Alive","None evident","None evident","?","","","","","","None evident","","",1995,"R065/T01","CCA1089",1202
"96","Eucalyptus pachyphylla","Eucalyptus pachyphylla","Eucalyptus pachyphylla","eucalyptus pachyphylla","","Species ","D.Nicolle","1203","Mt Webb, WA",23,0,26,128,24,"11",73,27,"Dead","","","","","","","","","","","",1995,"R297/T13","CCA5400",6637
"97","Eucalyptus camaldulensis subsp. arida","Eucalyptus camaldulensis subsp. arida","Eucalyptus camaldulensis subsp. arida","eucalyptus camaldulensis subsp. arida","","Subspecies","D.Nicolle","1206","MacDonnell Ranges, NT",23,12,15,131,33,"37",66,28,"Alive","None evident","None evident","?","","","","","","None evident","","",1995,"R066/T25","CCA1135",1206
"98","Corymbia eremaea subsp. oligiocarpa","Corymbia eremaea subsp. oligiocarpa","Corymbia eremaea subsp. oligiocarpa","corymbia eremaea subsp. oligiocarpa","","Subspecies","D.Nicolle","1208","Mt Gillen, NT",23,43,30,133,51,"26",66,24,"Alive","Moderate","Moderate","?","None evident","","","","","None evident","","",1995,"R346/T18","CCA6079",1208
"99","Eucalyptus gillenii","Eucalyptus gillenii","Eucalyptus gillenii","eucalyptus gillenii","","Species ","D.Nicolle","1209","Mt Gillen, WA",23,43,30,133,51,"26",73,1,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1995,"R073/T01","CCA1301",1209
"100","Eucalyptus cylindrocarpa","Eucalyptus cylindrocarpa","Eucalyptus cylindrocarpa","eucalyptus cylindrocarpa","","Species ","D.Nicolle","121","Balladonia, WA",32,13,20,123,21,"54",23,34,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R023/T34","CCA0350",121
"101","Corymbia eremaea subsp. eremaea","Corymbia eremaea subsp. eremaea","Corymbia eremaea subsp. eremaea","corymbia eremaea subsp. eremaea","","Subspecies","D.Nicolle","1210","Kulgera roadhouse, NT",25,55,32,133,14,"46",66,17,"Alive","None evident","None evident","?","","","","","","None evident","","",1995,"R066/T17","CCA1128",1210
"102","Eucalyptus spreta","Eucalyptus spreta","Eucalyptus spreta","eucalyptus spreta","","Species ","D.Nicolle","122","Balladonia, WA",32,13,20,123,21,"54",14,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R014/T09","CCA0144",122
"103","Eucalyptus microcarpa","Eucalyptus microcarpa","Eucalyptus microcarpa","eucalyptus microcarpa","","Species ","D.Nicolle","1220","West Wyalong, NSW",33,54,13,147,18,"4",88,38,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R088/T35","CCA1543",1220
"104","Eucalyptus rubida subsp. rubida","Eucalyptus rubida subsp. rubida","Eucalyptus rubida subsp. rubida","eucalyptus rubida subsp. rubida","","Subspecies","D.Nicolle","1223","Bathurst, NSW",33,26,7,149,21,"30",91,23,"Dead","","","","","","","","","Died in 2006","","",1996,"R245/T21","CCA4878",6297
"105","Eucalyptus aggregata","Eucalyptus aggregata","Eucalyptus aggregata","eucalyptus aggregata","","Species ","D.Nicolle","1224","Rydal, NSW",33,27,46,150,1,"49",92,22,"Alive","Dead","","","","","","","6 - 12 months","None evident","Flowered","Flowered",1996,"R092/T22","CCA1636",1224
"106","Eucalyptus blaxlandii","Eucalyptus blaxlandii","Eucalyptus blaxlandii","eucalyptus blaxlandii","","Species ","D.Nicolle","1225","Lithgow, NSW",33,31,13,150,7,"1",143,9,"Dead","","","","","","","","","","","",1997,"R162/T03","CCA3286",5872
"107","Eucalyptus pulverulenta","Eucalyptus pulverulenta","Eucalyptus pulverulenta","eucalyptus pulverulenta","","Species ","D.Nicolle","1226","Lithgow, NSW",33,32,51,150,6,"36",94,13,"Alive","Severe","Moderate","??","None evident","","","","6 - 12 months","Severe","","",1996,"R094/T10","CCA1662",1226
"108","Eucalyptus baeuerlenii","Eucalyptus baeuerlenii","Eucalyptus baeuerlenii","eucalyptus baeuerlenii","","Species ","D.Nicolle","1227","Wentworth Falls 1, NSW",33,43,39,150,22,"18",93,21,"Dead","","","","","","","","","Died in 2006","","",1996,"R246/T17","CCA4894",6263
"109","Corymbia gummifera","Corymbia gummifera","Corymbia gummifera","corymbia gummifera","","Species ","D.Nicolle","1228","Ku-Ring-Gai Chase, NSW",33,41,3,151,13,"54",93,18,"Alive","Slight","Moderate","?","Scattered","Primary & secondary branches","3 - 6 months","Slight","","None evident","Flowered","Flowered",1996,"R058/T35","CCA0936",NA
"110","Eucalyptus grossa","Eucalyptus grossa","Eucalyptus grossa","eucalyptus grossa","","Species ","D.Nicolle","123","Newman Rock, WA",32,12,34,123,20,"19",23,1,"Dead","","","","","","","","","","","",1993,"R342/T05","CCA5958",7224
"111","Eucalyptus canaliculata","Eucalyptus canaliculata","Eucalyptus canaliculata","eucalyptus canaliculata","","Species ","D.Nicolle","1232","Gloucester, NSW",31,48,28,151,47,"24",95,35,"Alive","Severe","Severe","?","Very scattered","Secondary & tertiary branches","3 - 6 months","None evident","","Slight","Flowered","Flowered",1996,"R095/T32","CCA1700",1232
"112","Eucalyptus moorei subsp. serpentinicola","Eucalyptus moorei subsp. serpentinicola","Eucalyptus moorei subsp. serpentinicola","eucalyptus moorei subsp. serpentinicola","","Subspecies","D.Nicolle","1233","Curricabark, NSW",31,42,24,151,37,"47",91,20,"Alive","Dead","","","","","","","1 - 2 years","None evident","","",1996,"R091/T20","CCA1616",1233
"113","Eucalyptus eugenioides","Eucalyptus eugenioides","Eucalyptus eugenioides","eucalyptus eugenioides","","Species ","D.Nicolle","1235","Curricabark, NSW",31,43,1,151,37,"36",92,13,"Alive","Dead","","","","","","","3 - 6 months","None evident","","",1996,"R092/T11","CCA1628",1235
"114","Eucalyptus carnea","Eucalyptus carnea","Eucalyptus carnea","eucalyptus carnea","","Species ","D.Nicolle","1236","Gloucester, NSW",31,59,39,151,56,"54",208,1,"Alive","Moderate","Moderate","?","None evident","","","","","Not applicable","Flowered","Flowered",2002,"R208/T01","CCA4152",1236
"115","Eucalyptus grandis","Eucalyptus grandis","Eucalyptus grandis","eucalyptus grandis","","Species ","D.Nicolle","1237","Johns River, NSW",31,41,30,152,44,"3",93,36,"Alive","Moderate","Dead","??","Very scattered","Secondary branches","3 - 6 months","Dead","","None evident","Flowered","Flowered",1996,"R093/T35","CCA1654",1237
"116","Eucalyptus microcorys","Eucalyptus microcorys","Eucalyptus microcorys","eucalyptus microcorys","","Species ","D.Nicolle","1238","Johns River, NSW",31,41,30,152,44,"3",94,5,"Alive","Moderate","Severe","?","Moderate","Basal + trunk + primary & secondary branches","3 - 6 months","Moderate","","None evident","Flowered","Flowered",1996,"R094/T05","CCA1660",1238
"117","Eucalyptus propinqua","Eucalyptus propinqua","Eucalyptus propinqua","eucalyptus propinqua","","Species ","D.Nicolle","1239","Telegraph Point, NSW",31,16,59,152,48,"49",95,21,"Alive","Moderate","Slight","?","None evident","","","","","Severe","Flowered","Flowered",1996,"R095/T21","CCA1692",1239
"118","Eucalyptus histophylla","Eucalyptus histophylla","Eucalyptus histophylla","eucalyptus histophylla","","Species ","D.Nicolle","124","Balladonia, WA",32,11,55,123,19,"9",19,19,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R019/T18","CCA0257",124
"119","Eucalyptus bancroftii","Eucalyptus bancroftii","Eucalyptus bancroftii","eucalyptus bancroftii","","Species ","D.Nicolle","1241","Wells Crossing, NSW",29,54,6,153,3,"53",95,2,"Alive","Moderate","Moderate","?","Scattered","Secondary & tertiary branches","3 - 6 months","None evident","","Moderate","Flowered","Flowered",1996,"R095/T02","CCA1683",1241
"120","Eucalyptus tetrapleura","Eucalyptus tetrapleura","Eucalyptus tetrapleura","eucalyptus tetrapleura","","Species ","D.Nicolle","1242","Wells Crossing, NSW",29,54,6,153,3,"53",93,33,"Alive","Slight","Slight","?","Moderate","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1996,"R093/T33","CCA1653",1242
"121","Eucalyptus tindaliae","Eucalyptus tindaliae","Eucalyptus tindaliae","eucalyptus tindaliae","","Species ","D.Nicolle","1243","Wells Crossing, NSW",29,54,6,153,3,"53",143,4,"Alive","Moderate","Moderate","?","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","","",1997,"R143/T02","CCA3067",1243
"122","Eucalyptus rummeryi","Eucalyptus rummeryi","Eucalyptus rummeryi","eucalyptus rummeryi","","Species ","D.Nicolle","1245","Mallanganee, NSW",28,55,59,152,42,"18",94,24,"Alive","Slight","None evident","?","None evident","","","","","None evident","Flowered","Flowered",1996,"R094/T24","CCA1675",1245
"123","Corymbia variegata","Corymbia variegata","Corymbia citriodora","corymbia citriodora","","Species ","D.Nicolle","1246","Drake, NSW",28,53,38,152,28,"36",91,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R054/T24","CCA0866",702
"124","Eucalyptus campanulata","Eucalyptus campanulata","Eucalyptus campanulata","eucalyptus campanulata","","Species ","D.Nicolle","1248","Drake, NSW",28,55,28,152,18,"54",91,27,"Dead","","","","","","","","","Died in 2006","","",1996,"R166/T16","CCA3342",2546
"125","Eucalyptus caliginosa","Eucalyptus caliginosa","Eucalyptus caliginosa","eucalyptus caliginosa","","Species ","D.Nicolle","1249","Wallangarra, Qld",28,52,1,151,58,"46",139,6,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1997,"R139/T06","CCA2994",1249
"126","Eucalyptus cyclostoma","Eucalyptus cyclostoma","Eucalyptus cyclostoma","eucalyptus cyclostoma","","Species ","D.Nicolle","125","Newman Rock, WA",32,9,34,123,14,"24",12,9,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R012/T09","CCA0089",125
"127","Eucalyptus punctata","Eucalyptus punctata","Eucalyptus punctata","eucalyptus punctata","","Species ","D.Nicolle","1253","Dalveen, Qld",28,29,47,151,56,"1",90,36,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R074/T01","CCA1325",612
"128","Eucalyptus infera","Eucalyptus infera","Eucalyptus infera","eucalyptus infera","","Species ","D.Nicolle","1254","Durikai State Forest, Qld",28,23,58,151,42,"11",90,26,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R090/T26","CCA1594",1254
"129","Eucalyptus chloroclada","Eucalyptus chloroclada","Eucalyptus chloroclada","eucalyptus chloroclada","","Species ","D.Nicolle","1255","Warwick, Qld",28,18,1,151,55,"30",92,19,"Alive","None evident","None evident","?","","","","","","None evident","","",1996,"R048/T29","CCA0720",675
"130","Eucalyptus dunnii","Eucalyptus dunnii","Eucalyptus dunnii","eucalyptus dunnii","","Species ","D.Nicolle","1257","Legume, NSW",28,23,28,152,18,"28",94,31,"Alive","Dead","","","","","","","6 - 12 months","Severe","","",1996,"R094/T31","CCA1680",1257
"131","Corymbia maculata (C. henryi)","Corymbia maculata","Corymbia henryi","corymbia henryi","","Species ","D.Nicolle","1259","Helidon Hills, Qld",27,26,46,152,11,"49",91,6,"Alive","Slight","None evident","?","None evident","","","","","None evident","Flowered","Flowered",1996,"R091/T05","CCA1608",1259
"132","Eucalyptus protensa","Eucalyptus protensa","Eucalyptus protensa","eucalyptus protensa","","Species ","D.Nicolle","126","Newman Rock, WA",32,5,51,123,6,"51",13,10,"Alive","None evident","None evident","?","","","","","","None evident","","",1993,"R013/T10","CCA0120",126
"133","Eucalyptus decorticans","Eucalyptus decorticans","Eucalyptus decorticans","eucalyptus decorticans","","Species ","D.Nicolle","1260","Eidsvold, Qld",25,22,51,151,9,"2",90,33,"Alive","Slight","Slight","?","Moderate","Secondary & tertiary branches","3 - 6 months","None evident","","Slight","Flowered","Flowered",1996,"R090/T30","CCA1598",1260
"134","Eucalyptus exserta","Eucalyptus exserta","Eucalyptus exserta","eucalyptus exserta","","Species ","D.Nicolle","1261","Eidsvoid, Qld",25,18,2,151,8,"1",92,32,"Alive","None evident","Slight","?","None evident","","","","","Slight","Flowered","Flowered",1996,"R049/T09","CCA0736",682
"135","Corymbia petalophylla","Corymbia petalophylla","Corymbia petalophylla","corymbia petalophylla","","Species ","D.Nicolle","1262","Eldsvoid, Qld",25,26,6,150,57,"30",89,32,"Alive","Slight","None evident","?","None evident","","","","","None evident","Flowered","Flowered",1996,"R089/T32","CCA1569",1262
"136","Eucalyptus apothalassica","Eucalyptus apothalassica","Eucalyptus apothalassica","eucalyptus apothalassica","","Species ","D.Nicolle","1263","Eidsvold, Qld",25,21,16,150,36,"35",89,38,"Alive","Moderate","Moderate","?","None evident","","","","","Moderate","","",1996,"R089/T38","CCA1573",1263
"137","Eucalyptus corynodes","Eucalyptus corynodes","Eucalyptus corynodes","eucalyptus corynodes","","Species ","D.Nicolle","1264","Cracow, Qld",25,27,37,150,18,"15",90,21,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R090/T20","CCA1589",1264
"138","Eucalyptus pachycalyx subsp. waajensis","Eucalyptus pachycalyx subsp. waajensis","Eucalyptus pachycalyx subsp. waajensis","eucalyptus pachycalyx subsp. waajensis","","Subspecies","D.Nicolle","1265","Cracow, Qld",25,28,47,150,17,"6",162,9,"Alive","None evident","Slight","?","Moderate","Secondary & tertiary branches","3 - 6 months","None evident","","None evident","Budded","Budded",1998,"R162/T09","CCA3285",1265
"139","Eucalyptus suffulgens","Eucalyptus suffulgens","Eucalyptus suffulgens","eucalyptus suffulgens","","Species ","D.Nicolle","1267","Isla Gorge 2, Qld",25,11,33,149,58,"16",89,27,"Alive","Moderate","Slight","?","None evident","","","","","None evident","Flowered","Flowered",1996,"R056/T28","CCA0905",694
"140","Eucalyptus bakeri","Eucalyptus bakeri","Eucalyptus bakeri","eucalyptus bakeri","","Species ","D.Nicolle","1269","Injune, Qld",25,12,11,147,56,"11",90,13,"Alive","None evident","None evident","?","","","","","","None evident","","",1996,"R090/T13","CCA1585",1269
"141","Eucalyptus effusa subsp. effusa","Eucalyptus effusa subsp. effusa","Eucalyptus effusa subsp. effusa","eucalyptus effusa subsp. effusa","","Subspecies","D.Nicolle","127","Fraser Range, WA",32,3,8,122,57,"54",12,13,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1993,"R012/T13","CCA0093",127
"142","Eucalyptus grisea","Eucalyptus grisea","Eucalyptus grisea","eucalyptus grisea","","Species ","D.Nicolle","1271","Carnarvon Range, Qld",25,7,39,147,51,"18",94,29,"Alive","Slight","Slight","?","None evident","","","","","Slight","Flowered","Flowered",1996,"R094/T29","CCA1678",1271
"143","Eucalyptus tereticornis subsp. rotunda","Eucalyptus tereticornis subsp. rotunda","Eucalyptus tereticornis subsp. rotunda","eucalyptus tereticornis subsp. rotunda","","Subspecies","D.Nicolle","1272","Carnarvon Range, Qld",24,54,37,148,2,"33",90,12,"Alive","Moderate","None evident","??","None evident","","","","","None evident","","",1996,"R090/T09","CCA1581",1272
"144","Eucalyptus tholiformis","Eucalyptus tholiformis","Eucalyptus tholiformis","eucalyptus tholiformis","","Species ","D.Nicolle","1275","Mt Moffat, Qld",24,54,44,148,2,"18",94,35,"Alive","Moderate","None evident","??","Extensive","Tertiary branches","3 - 6 months","None evident","","None evident","Flowered","Flowered",1996,"R089/T19","CCA1560",1279
"145","Eucalyptus sicilifolia","Eucalyptus sicilifolia","Eucalyptus sicilifolia","eucalyptus sicilifolia","","Species ","D.Nicolle","1276","Springsure, Qld",24,4,59,148,4,"31",89,15,"Alive","None evident","None evident","?","","","","","","None evident","Flowered","Flowered",1996,"R089/T15","CCA1556",1276
