currentname,RowTree,FieldID,DNNumber
eucalyptus elliptica,R273/T04,CCA5055,6228
eucalyptus lehmannii subsp. parallela,R273/T05,CCA5056,6370
eucalyptus lehmannii subsp. parallela,R273/T06,CCA5057,6370
eucalyptus lehmannii subsp. parallela,R273/T07,CCA5058,6370
eucalyptus lehmannii subsp. parallela,R273/T08,CCA5059,6370
eucalyptus viminalis subsp. viminalis,R273/T09,CCA5060,6158
eucalyptus viminalis subsp. viminalis,R273/T10,CCA5061,6158
eucalyptus viminalis subsp. viminalis,R273/T11,CCA5062,6158
eucalyptus viminalis subsp. viminalis,R273/T12,CCA5063,6158
eucalyptus pauciflora x e. radiata,R273/T13,CCA5064,6283
eucalyptus pauciflora x e. radiata,R273/T16,CCA5065,6283
eucalyptus sargentii subsp. onesis,R274/T01,CCA5066,6022
eucalyptus sargentii subsp. onesis,R274/T02,CCA5067,6022
eucalyptus sargentii subsp. onesis,R274/T03,CCA5068,6022
eucalyptus sargentii subsp. onesis,R274/T04,CCA5069,6022
eucalyptus utilis,R274/T05,CCA5070,5976
eucalyptus utilis,R274/T06,CCA5071,5976
eucalyptus utilis,R274/T07,CCA5072,5976
eucalyptus utilis,R274/T08,CCA5073,5976
eucalyptus discreta,R274/T09,CCA5074,5993
eucalyptus discreta,R274/T10,CCA5075,5993
eucalyptus discreta,R274/T11,CCA5076,5993
eucalyptus discreta,R274/T12,CCA5077,5993
eucalyptus conglobata subsp. conglobata,R274/T13,CCA5078,6017
eucalyptus conglobata subsp. conglobata,R274/T14,CCA5079,6017
eucalyptus conglobata subsp. conglobata,R274/T15,CCA5080,6017
eucalyptus conglobata subsp. conglobata,R274/T16,CCA5081,6017
eucalyptus nicholii,R275/T01,CCA5082,6194
eucalyptus nicholii,R275/T02,CCA5083,6194
eucalyptus nicholii,R275/T04,CCA5084,6194
eucalyptus lockyeri,R275/T05,CCA5085,6419
eucalyptus lockyeri,R275/T06,CCA5086,6419
eucalyptus lockyeri,R275/T07,CCA5087,6419
eucalyptus lockyeri,R275/T08,CCA5088,6419
eucalyptus tricarpa,R275/T09,CCA5089,6105
eucalyptus tricarpa,R275/T10,CCA5090,6105
eucalyptus tricarpa,R275/T11,CCA5091,6105
eucalyptus tricarpa,R275/T12,CCA5092,6105
eucalyptus portuensis,R275/T13,CCA5093,6447
eucalyptus portuensis,R275/T14,CCA5094,6447
eucalyptus portuensis,R275/T15,CCA5095,6447
eucalyptus portuensis,R275/T16,CCA5096,6447
eucalyptus crebra,R276/T01,CCA5097,6170
eucalyptus crebra,R276/T02,CCA5098,6170
eucalyptus crebra,R276/T03,CCA5099,6170
eucalyptus crebra,R276/T04,CCA5100,6170
eucalyptus nandewarica,R276/T05,CCA5101,6164
eucalyptus nandewarica,R276/T06,CCA5102,6164
eucalyptus nandewarica,R276/T07,CCA5103,6164
eucalyptus nandewarica,R276/T08,CCA5104,6164
eucalyptus laevis,R276/T09,CCA5105,5966
eucalyptus laevis,R276/T10,CCA5106,5966
eucalyptus laevis,R276/T11,CCA5107,5966
eucalyptus laevis,R276/T12,CCA5108,5966
eucalyptus annettae,R276/T13,CCA5109,6359
eucalyptus annettae,R276/T14,CCA5110,6359
eucalyptus annettae,R276/T15,CCA5111,6359
eucalyptus annettae,R276/T16,CCA5112,6359
eucalyptus glaucina,R277/T01,CCA5113,6241
eucalyptus glaucina,R277/T02,CCA5114,6241
eucalyptus glaucina,R277/T03,CCA5115,6241
eucalyptus helidonica,R277/T05,CCA5116,6491
eucalyptus helidonica,R277/T06,CCA5117,6491
eucalyptus helidonica,R277/T07,CCA5118,6491
eucalyptus helidonica,R277/T08,CCA5119,6491
eucalyptus cinerea subsp. cinerea,R277/T09,CCA5120,6277
eucalyptus cinerea subsp. cinerea,R277/T10,CCA5121,6277
eucalyptus cinerea subsp. cinerea,R277/T11,CCA5122,6277
eucalyptus cinerea subsp. cinerea,R277/T12,CCA5123,6277
eucalyptus volcanica,R277/T13,CCA5124,6231
eucalyptus volcanica,R277/T14,CCA5125,6231
eucalyptus volcanica,R277/T15,CCA5126,6231
eucalyptus volcanica,R277/T16,CCA5127,6231
eucalyptus litorea,R278/T01,CCA5128,6010
eucalyptus litorea,R278/T02,CCA5129,6010
eucalyptus litorea,R278/T03,CCA5130,6010
eucalyptus litorea,R278/T04,CCA5131,6010
eucalyptus merrickiae,R278/T05,CCA5132,6016
eucalyptus merrickiae,R278/T06,CCA5133,6016
eucalyptus merrickiae,R278/T08,CCA5134,6016
eucalyptus incrassata,R278/T09,CCA5135,6005
eucalyptus incrassata,R278/T10,CCA5136,6005
eucalyptus incrassata,R278/T11,CCA5137,6005
eucalyptus incrassata,R278/T12,CCA5138,6005
eucalyptus sideroxylon,R278/T13,CCA5139,6474
eucalyptus sideroxylon,R278/T14,CCA5140,6474
eucalyptus sideroxylon,R278/T15,CCA5141,6474
eucalyptus sideroxylon,R278/T16,CCA5142,6474
eucalyptus propinqua,R279/T01,CCA5143,6457
eucalyptus propinqua,R279/T02,CCA5144,6457
eucalyptus propinqua,R279/T03,CCA5145,6457
eucalyptus propinqua,R279/T04,CCA5146,6457
angophora inopina,R279/T05,CCA5147,6258
angophora inopina,R279/T06,CCA5148,6258
angophora inopina,R279/T07,CCA5149,6258
angophora inopina,R279/T08,CCA5150,6258
eucalyptus falciformis,R279/T09,CCA5151,6119
eucalyptus falciformis,R279/T10,CCA5152,6119
eucalyptus falciformis,R279/T11,CCA5153,6119
eucalyptus falciformis,R279/T12,CCA5154,6119
eucalyptus longifolia,R279/T13,CCA5155,6249
eucalyptus longifolia,R279/T14,CCA5156,6249
eucalyptus longifolia,R279/T15,CCA5157,6249
eucalyptus longifolia,R279/T16,CCA5158,6249
eucalyptus ammophila,R280/T01,CCA5159,6497
eucalyptus ammophila,R280/T02,CCA5160,6497
eucalyptus ammophila,R280/T03,CCA5161,6497
eucalyptus ammophila,R280/T04,CCA5162,6497
eucalyptus phenax subsp. phenax,R280/T05,CCA5163,5924
eucalyptus phenax subsp. phenax,R280/T06,CCA5164,5924
eucalyptus phenax subsp. phenax,R280/T07,CCA5165,5924
eucalyptus phenax subsp. phenax,R280/T08,CCA5166,5924
eucalyptus sp. south newdegate lakes,R280/T10,CCA5167,6021
eucalyptus sp. south newdegate lakes,R280/T11,CCA5168,6021
eucalyptus sp. south newdegate lakes,R280/T12,CCA5169,6021
eucalyptus pulverulenta,R280/T13,CCA5170,6323
eucalyptus pulverulenta,R280/T14,CCA5171,6323
eucalyptus pulverulenta,R280/T15,CCA5172,6323
eucalyptus pulverulenta,R280/T16,CCA5173,6323
eucalyptus baueriana,R281/T01,CCA5174,6097
eucalyptus baueriana,R281/T02,CCA5175,6097
eucalyptus baueriana,R281/T03,CCA5176,6097
eucalyptus baueriana,R281/T04,CCA5177,6097
eucalyptus aurifodina,R281/T05,CCA5178,6104
eucalyptus aurifodina,R281/T08,CCA5179,6104
eucalyptus dives,R281/T10,CCA5180,6099
eucalyptus dives,R281/T11,CCA5181,6099
eucalyptus dives,R281/T12,CCA5182,6099
eucalyptus beaniana,R281/T13,CCA5183,6472
eucalyptus beaniana,R281/T14,CCA5184,6472
eucalyptus beaniana,R281/T15,CCA5185,6472
eucalyptus beaniana,R281/T16,CCA5186,6472
eucalyptus angustissima,R282/T01,CCA5187,5996
eucalyptus angustissima,R282/T02,CCA5188,5996
eucalyptus angustissima,R282/T03,CCA5189,5996
eucalyptus angustissima,R282/T04,CCA5190,5996
eucalyptus nudicaulis,R282/T05,CCA5191,6401
eucalyptus nudicaulis,R282/T06,CCA5192,6401
eucalyptus nudicaulis,R282/T07,CCA5193,6401
eucalyptus nudicaulis,R282/T08,CCA5194,6401
eucalyptus scyphocalyx,R282/T09,CCA5195,5997
eucalyptus scyphocalyx,R282/T10,CCA5196,5997
eucalyptus scyphocalyx,R282/T11,CCA5197,5997
eucalyptus scyphocalyx,R282/T12,CCA5198,5997
eucalyptus exserta,R282/T13,CCA5199,6482
eucalyptus exserta,R282/T14,CCA5200,6482
eucalyptus exserta,R282/T15,CCA5201,6482
eucalyptus exserta,R282/T16,CCA5202,6482
eucalyptus rubida subsp. rubida,R283/T01,CCA5203,6319
eucalyptus rubida subsp. rubida,R283/T02,CCA5204,6319
eucalyptus rubida subsp. rubida,R283/T03,CCA5205,6319
eucalyptus rubida subsp. rubida,R283/T04,CCA5206,6319
eucalyptus notabilis,R283/T05,CCA5207,6203
eucalyptus notabilis,R283/T06,CCA5208,6203
eucalyptus notabilis,R283/T07,CCA5209,6203
eucalyptus notabilis,R283/T08,CCA5210,6203
eucalyptus baileyana,R283/T09,CCA5211,6455
eucalyptus baileyana,R283/T10,CCA5212,6455
eucalyptus baileyana,R283/T11,CCA5213,6455
eucalyptus baileyana,R283/T12,CCA5214,6455
eucalyptus boliviana,R283/T13,CCA5215,6197
eucalyptus boliviana,R283/T14,CCA5216,6197
eucalyptus boliviana,R283/T15,CCA5217,6197
eucalyptus boliviana,R283/T16,CCA5218,6197
eucalyptus bakeri,R284/T01,CCA5219,6177
eucalyptus bakeri,R284/T02,CCA5220,6177
eucalyptus bakeri,R284/T03,CCA5221,6177
eucalyptus bakeri,R284/T04,CCA5222,6177
eucalyptus behriana,R284/T05,CCA5223,5915
eucalyptus behriana,R284/T06,CCA5224,5915
eucalyptus behriana,R284/T07,CCA5225,5915
eucalyptus behriana,R284/T08,CCA5226,5915
eucalyptus macrandra,R284/T09,CCA5227,6378
eucalyptus macrandra,R284/T10,CCA5228,6378
eucalyptus macrandra,R284/T12,CCA5229,6378
eucalyptus caesia subsp. southern rocks,R284/T13,CCA5230,6026
eucalyptus caesia subsp. southern rocks,R284/T14,CCA5231,6026
eucalyptus caesia subsp. southern rocks,R284/T15,CCA5232,6026
eucalyptus caesia subsp. southern rocks,R284/T16,CCA5233,6026
eucalyptus baeuerlenii,R285/T01,CCA5234,6312
eucalyptus baeuerlenii,R285/T02,CCA5235,6312
eucalyptus baeuerlenii,R285/T04,CCA5236,6312
eucalyptus scoparia,R285/T05,CCA5237,6196
eucalyptus scoparia,R285/T06,CCA5238,6196
eucalyptus scoparia,R285/T07,CCA5239,6196
eucalyptus scoparia,R285/T08,CCA5240,6196
eucalyptus corticosa,R285/T09,CCA5241,6276
eucalyptus corticosa,R285/T10,CCA5242,6276
eucalyptus corticosa,R285/T11,CCA5243,6276
eucalyptus corticosa,R285/T12,CCA5244,6276
eucalyptus scias subsp. apoda,R285/T13,CCA5245,6191
eucalyptus scias subsp. apoda,R285/T14,CCA5246,6191
eucalyptus scias subsp. apoda,R285/T15,CCA5247,6191
eucalyptus scias subsp. apoda,R285/T16,CCA5248,6191
eucalyptus eremophila,R287/T11,CCA5249,5994
eucalyptus eremophila,R287/T12,CCA5250,5994
eucalyptus eremophila,R287/T13,CCA5251,5994
eucalyptus eremophila,R287/T14,CCA5252,5994
eucalyptus forrestiana,R287/T15,CCA5253,6377
eucalyptus forrestiana,R287/T16,CCA5254,6377
eucalyptus forrestiana,R287/T17,CCA5255,6377
eucalyptus forrestiana,R287/T18,CCA5256,6377
eucalyptus lansdowneana,R288/T11,CCA5257,5933
eucalyptus lansdowneana,R288/T12,CCA5258,5933
eucalyptus lansdowneana,R288/T13,CCA5259,5933
eucalyptus lansdowneana,R288/T14,CCA5260,5933
eucalyptus sweedmaniana,R288/T15,CCA5261,6015
eucalyptus sweedmaniana,R288/T16,CCA5262,6015
eucalyptus sweedmaniana,R288/T17,CCA5263,6015
eucalyptus sweedmaniana,R288/T18,CCA5264,6015
eucalyptus sp. lake magenta,R289/T01,CCA5265,6025
eucalyptus sp. lake magenta,R289/T04,CCA5266,6025
eucalyptus sp. fraser range,R289/T05,CCA5267,6383
eucalyptus sp. fraser range,R289/T06,CCA5268,6383
eucalyptus sp. fraser range,R289/T07,CCA5269,6383
eucalyptus sp. fraser range,R289/T08,CCA5270,6383
eucalyptus laevis,R289/T09,CCA5271,6355
eucalyptus laevis,R289/T10,CCA5272,6355
eucalyptus laevis,R289/T11,CCA5273,6355
eucalyptus laevis,R289/T12,CCA5274,6355
eucalyptus x viridis var. latiuscula,R289/T13,CCA5275,6172
eucalyptus x viridis var. latiuscula,R289/T16,CCA5276,6172
eucalyptus kessellii subsp. kessellii,R289/T17,CCA5277,6382
eucalyptus kessellii subsp. kessellii,R289/T18,CCA5278,6382
eucalyptus kessellii subsp. kessellii,R289/T19,CCA5279,6382
eucalyptus kessellii subsp. kessellii,R289/T20,CCA5280,6382
eucalyptus discreta - e. sp. madura intergrade,R290/T01,CCA5281,6350
eucalyptus discreta - e. sp. madura intergrade,R290/T02,CCA5282,6350
eucalyptus discreta - e. sp. madura intergrade,R290/T03,CCA5283,6350
eucalyptus discreta - e. sp. madura intergrade,R290/T04,CCA5284,6350
eucalyptus discreta - e. sp. madura intergrade,R290/T05,CCA5285,6350
eucalyptus discreta - e. sp. madura intergrade,R290/T06,CCA5286,6350
eucalyptus angulosa,R290/T07,CCA5287,5905
eucalyptus angulosa,R290/T08,CCA5288,5905
eucalyptus angulosa,R290/T09,CCA5289,5905
eucalyptus tetraptera,R290/T11,CCA5290,6349
eucalyptus tetraptera,R290/T12,CCA5291,6349
eucalyptus tetraptera,R290/T13,CCA5292,6349
eucalyptus tetraptera,R290/T14,CCA5293,6349
eucalyptus rugosa,R290/T15,CCA5294,5908
eucalyptus rugosa,R290/T16,CCA5295,5908
eucalyptus rugosa,R290/T17,CCA5296,5908
eucalyptus rugosa,R290/T18,CCA5297,5908
eucalyptus trivalvis,R291/T05,CCA5298,5936
eucalyptus trivalvis,R291/T06,CCA5299,5936
eucalyptus trivalvis,R291/T07,CCA5300,5936
eucalyptus trivalvis,R291/T08,CCA5301,5936
eucalyptus trivalvis,R291/T09,CCA5302,5936
eucalyptus youngiana,R291/T10,CCA5303,5938
eucalyptus youngiana,R291/T11,CCA5304,5938
eucalyptus youngiana,R291/T12,CCA5305,5938
eucalyptus youngiana,R291/T13,CCA5306,5938
eucalyptus uncinata,R291/T14,CCA5307,5922
eucalyptus uncinata,R291/T15,CCA5308,5922
eucalyptus uncinata,R291/T16,CCA5309,5922
eucalyptus uncinata,R291/T17,CCA5310,5922
eucalyptus prolixa,R292/T01,CCA5311,6693
eucalyptus prolixa,R292/T02,CCA5312,6693
eucalyptus prolixa,R292/T03,CCA5313,6693
eucalyptus prolixa,R292/T04,CCA5314,6693
eucalyptus luehmanniana,R292/T05,CCA5315,6793
eucalyptus luehmanniana,R292/T06,CCA5316,6793
eucalyptus luehmanniana,R292/T07,CCA5317,6793
eucalyptus luehmanniana,R292/T08,CCA5318,6793
eucalyptus haemastoma,R292/T09,CCA5319,6795
eucalyptus haemastoma,R292/T10,CCA5320,6795
eucalyptus haemastoma,R292/T11,CCA5321,6795
eucalyptus haemastoma,R292/T12,CCA5322,6795
eucalyptus cunninghamii,R292/T13,CCA5323,5868
eucalyptus cunninghamii,R292/T14,CCA5324,5868
eucalyptus cunninghamii,R292/T15,CCA5325,5868
eucalyptus cunninghamii,R292/T16,CCA5326,5868
eucalyptus intertexta,R293/T01,CCA5327,6661
eucalyptus intertexta,R293/T02,CCA5328,6661
eucalyptus intertexta,R293/T03,CCA5329,6661
eucalyptus intertexta,R293/T04,CCA5330,6661
eucalyptus camfieldii,R293/T05,CCA5331,6794
eucalyptus camfieldii,R293/T06,CCA5332,6794
eucalyptus camfieldii,R293/T07,CCA5333,6794
eucalyptus camfieldii,R293/T08,CCA5334,6794
eucalyptus buprestium,R293/T10,CCA5335,6703
eucalyptus buprestium,R293/T11,CCA5336,6703
eucalyptus buprestium,R293/T12,CCA5337,6703
eucalyptus langleyi,R293/T13,CCA5338,6791
eucalyptus langleyi,R293/T14,CCA5339,6791
eucalyptus langleyi,R293/T15,CCA5340,6791
eucalyptus langleyi,R293/T16,CCA5341,6791
angophora costata subsp. costata,R294/T01,CCA5342,6796
angophora costata subsp. costata,R294/T02,CCA5343,6796
angophora costata subsp. costata,R294/T03,CCA5344,6796
angophora costata subsp. costata,R294/T04,CCA5345,6796
eucalyptus crebra,R294/T05,CCA5346,6495
eucalyptus crebra,R294/T06,CCA5347,6495
eucalyptus crebra,R294/T07,CCA5348,6495
eucalyptus crebra,R294/T08,CCA5349,6495
eucalyptus tenuipes,R294/T09,CCA5350,6473
eucalyptus tenuipes,R294/T10,CCA5351,6473
eucalyptus tenuipes,R294/T11,CCA5352,6473
eucalyptus tenuipes,R294/T12,CCA5353,6473
eucalyptus cordata subsp. cordata,R294/T13,CCA5354,6726
eucalyptus cordata subsp. cordata,R294/T15,CCA5355,6726
eucalyptus cordata subsp. cordata,R294/T16,CCA5356,6726
eucalyptus polyanthemos subsp. vestita,R295/T01,CCA5357,6785
eucalyptus polyanthemos subsp. vestita,R295/T02,CCA5358,6785
eucalyptus polyanthemos subsp. vestita,R295/T03,CCA5359,6785
eucalyptus polyanthemos subsp. vestita,R295/T04,CCA5360,6785
eucalyptus caesia subsp. caesia,R295/T05,CCA5361,6682
eucalyptus caesia subsp. caesia,R295/T06,CCA5362,6682
eucalyptus caesia subsp. caesia,R295/T07,CCA5363,6682
angophora hispida,R295/T08,CCA5364,6746
angophora hispida,R295/T09,CCA5365,6746
angophora hispida,R295/T10,CCA5366,6746
eucalyptus cupularis,R295/T11,CCA5367,6641
eucalyptus cupularis,R295/T12,CCA5368,6641
eucalyptus cupularis,R295/T13,CCA5369,6641
eucalyptus horistes subsp. southern smooth,R295/T14,CCA5370,6691
eucalyptus horistes subsp. southern smooth,R295/T15,CCA5371,6691
eucalyptus horistes subsp. southern smooth,R295/T16,CCA5372,6691
eucalyptus tricarpa,R296/T01,CCA5373,6784
eucalyptus tricarpa,R296/T02,CCA5374,6784
eucalyptus tricarpa,R296/T03,CCA5375,6784
eucalyptus tricarpa,R296/T04,CCA5376,6784
eucalyptus herbertiana,R296/T05,CCA5377,6652
eucalyptus herbertiana,R296/T06,CCA5378,6652
eucalyptus herbertiana,R296/T07,CCA5379,6652
eucalyptus herbertiana,R296/T08,CCA5380,6652
eucalyptus rigidula,R296/T10,CCA5381,6697
eucalyptus rigidula,R296/T11,CCA5382,6697
eucalyptus rigidula,R296/T12,CCA5383,6697
eucalyptus brevifolia,R296/T13,CCA5384,6640
eucalyptus brevifolia,R296/T14,CCA5385,6640
eucalyptus brevifolia,R296/T15,CCA5386,6640
eucalyptus brevifolia,R296/T16,CCA5387,6640
eucalyptus x yarriambiack,R297/T01,CCA5388,6780
eucalyptus x yarriambiack,R297/T02,CCA5389,6780
eucalyptus x yarriambiack,R297/T03,CCA5390,6780
eucalyptus x yarriambiack,R297/T04,CCA5391,6780
eucalyptus ordiana,R297/T05,CCA5392,6645
eucalyptus ordiana,R297/T06,CCA5393,6645
eucalyptus ordiana,R297/T07,CCA5394,6645
eucalyptus ordiana,R297/T08,CCA5395,6645
eucalyptus obconica,R297/T09,CCA5396,6646
eucalyptus obconica,R297/T10,CCA5397,6646
eucalyptus obconica,R297/T11,CCA5398,6646
eucalyptus obconica,R297/T12,CCA5399,6646
eucalyptus pachyphylla,R297/T13,CCA5400,6637
eucalyptus pachyphylla,R297/T14,CCA5401,6637
eucalyptus pachyphylla,R297/T15,CCA5402,6637
eucalyptus pachyphylla,R297/T16,CCA5403,6637
corymbia deserticola subsp. deserticola,R298/T12,CCA5404,5750
corymbia deserticola subsp. deserticola,R298/T13,CCA5405,5750
eucalyptus aurantiaca,R298/T14,CCA5406,4224
corymbia ferruginea subsp. stypophylla,R298/T15,CCA5407,1336
eucalyptus chartaboma,R298/T16,CCA5408,5143
eucalyptus ornata,R300/T01,CCA5409,5040
eucalyptus ornata,R300/T03,CCA5410,5040
eucalyptus ornata,R300/T04,CCA5411,5040
eucalyptus melanophloia subsp. nana,R300/T05,CCA5412,5203
eucalyptus melanophloia subsp. nana,R300/T06,CCA5413,5203
eucalyptus eremophila,R300/T08,CCA5414,5046
eucalyptus eremophila,R300/T09,CCA5415,5046
eucalyptus eremophila,R300/T10,CCA5416,5046
eucalyptus eremophila,R300/T11,CCA5417,5046
eucalyptus minniritchi,R300/T12,CCA5418,5196
eucalyptus minniritchi,R300/T13,CCA5419,5196
eucalyptus minniritchi,R300/T14,CCA5420,5196
eucalyptus minniritchi,R300/T16,CCA5421,5196
eucalyptus sinuosa,R300/T17,CCA5422,5057
eucalyptus sinuosa,R300/T18,CCA5423,5057
eucalyptus sinuosa,R300/T19,CCA5424,5057
eucalyptus sinuosa,R300/T20,CCA5425,5057
eucalyptus sp. mukinbudin,R300/T21,CCA5426,5033
eucalyptus sp. mukinbudin,R300/T22,CCA5427,5033
eucalyptus sp. mukinbudin,R300/T23,CCA5428,5033
eucalyptus sp. mukinbudin,R300/T24,CCA5429,5033
eucalyptus camaldulensis subsp. minima,R300/T25,CCA5430,5233
eucalyptus camaldulensis subsp. minima,R300/T26,CCA5431,5233
eucalyptus camaldulensis subsp. minima,R300/T27,CCA5432,5233
eucalyptus camaldulensis subsp. minima,R300/T28,CCA5433,5233
eucalyptus recta,R301/T01,CCA5434,5074
eucalyptus recta,R301/T02,CCA5435,5074
eucalyptus recta,R301/T03,CCA5436,5074
eucalyptus trivalvis,R301/T05,CCA5437,5200
eucalyptus trivalvis,R301/T06,CCA5438,5200
eucalyptus trivalvis,R301/T07,CCA5439,5200
eucalyptus repullulans,R301/T09,CCA5440,5180
eucalyptus repullulans,R301/T10,CCA5441,5180
eucalyptus repullulans,R301/T11,CCA5442,5180
eucalyptus erythrocorys,R301/T12,CCA5443,5081
eucalyptus erythrocorys,R301/T13,CCA5444,5081
eucalyptus erythrocorys,R301/T14,CCA5445,5081
eucalyptus erythrocorys (pure colour),R301/T15,CCA5446,NA
corymbia pachycarpa,R301/T21,CCA5447,1939
corymbia pachycarpa,R301/T22,CCA5448,1939
eucalyptus roycei,R301/T25,CCA5449,5086
eucalyptus opimiflora,R301/T28,CCA5450,5078
eucalyptus ammophila,R302/T01,CCA5451,5114
eucalyptus ammophila,R302/T02,CCA5452,5114
eucalyptus ammophila,R302/T03,CCA5453,5114
eucalyptus ammophila,R302/T04,CCA5454,5114
eucalyptus depauperata,R302/T05,CCA5455,5053
eucalyptus depauperata,R302/T06,CCA5456,5053
eucalyptus depauperata,R302/T07,CCA5457,5053
eucalyptus depauperata,R302/T08,CCA5458,5053
corymbia hendersonii,R302/T09,CCA5459,701
corymbia hendersonii,R302/T10,CCA5460,701
eucalyptus dumosa,R302/T11,CCA5461,5229
eucalyptus dumosa,R302/T12,CCA5462,5229
eucalyptus dumosa,R302/T13,CCA5463,5229
eucalyptus melanophloia subsp. nana,R302/T14,CCA5464,5205
eucalyptus melanophloia subsp. nana,R302/T15,CCA5465,5205
eucalyptus melanophloia subsp. nana,R302/T16,CCA5466,5205
eucalyptus melanophloia subsp. nana,R302/T17,CCA5467,5205
corymbia serendipita,R302/T18,CCA5468,2502
corymbia serendipita,R302/T20,CCA5469,2502
corymbia serendipita,R302/T21,CCA5470,2502
eucalyptus rigidula,R302/T22,CCA5471,5071
eucalyptus rigidula,R302/T23,CCA5472,5071
eucalyptus rigidula,R302/T24,CCA5473,5071
eucalyptus camaldulensis subsp. arida,R302/T25,CCA5474,4177
eucalyptus camaldulensis subsp. arida,R302/T26,CCA5475,4177
eucalyptus camaldulensis subsp. arida,R302/T27,CCA5476,4177
eucalyptus camaldulensis subsp. arida,R302/T28,CCA5477,4177
eucalyptus flindersii,R303/T01,CCA5478,5230
eucalyptus flindersii,R303/T02,CCA5479,5230
eucalyptus flindersii,R303/T03,CCA5480,5230
eucalyptus flindersii,R303/T04,CCA5481,5230
eucalyptus paedoglauca,R303/T05,CCA5482,5121
eucalyptus paedoglauca,R303/T06,CCA5483,5121
eucalyptus paedoglauca,R303/T07,CCA5484,5121
eucalyptus paedoglauca,R303/T08,CCA5485,5121
eucalyptus x castrensis,R303/T09,CCA5486,5263
eucalyptus x castrensis,R303/T10,CCA5487,5263
eucalyptus x castrensis,R303/T11,CCA5488,5263
corymbia dichromophloia,R303/T12,CCA5489,1928
corymbia dichromophloia,R303/T13,CCA5490,1928
corymbia dolichocarpa,R303/T14,CCA5491,2550
corymbia dolichocarpa,R303/T15,CCA5492,2550
eucalyptus quadricostata,R303/T16,CCA5493,5137
eucalyptus quadricostata,R303/T17,CCA5494,5137
eucalyptus quadricostata,R303/T18,CCA5495,5137
eucalyptus quadricostata,R303/T19,CCA5496,5137
corymbia brachycarpa,R303/T20,CCA5497,5141
corymbia brachycarpa,R303/T21,CCA5498,5141
corymbia brachycarpa,R303/T22,CCA5499,5141
corymbia brachycarpa,R303/T23,CCA5500,5141
eucalyptus farinosa,R303/T24,CCA5501,5136
eucalyptus farinosa,R303/T25,CCA5502,5136
eucalyptus farinosa,R303/T26,CCA5503,5136
eucalyptus farinosa,R303/T27,CCA5504,5136
corymbia lenziana,R303/T31,CCA5505,537
eucalyptus camaldulensis subsp. camaldulensis,R303/T32,CCA5506,5156
eucalyptus camaldulensis subsp. camaldulensis,R303/T33,CCA5507,5156
eucalyptus camaldulensis subsp. camaldulensis,R303/T34,CCA5508,5156
eucalyptus camaldulensis subsp. camaldulensis,R303/T35,CCA5509,5156
eucalyptus sinuosa,R304/T01,CCA5510,5061
eucalyptus sinuosa,R304/T02,CCA5511,5061
eucalyptus sinuosa,R304/T03,CCA5512,5061
corymbia ellipsoidea,R304/T04,CCA5513,5112
corymbia ellipsoidea,R304/T05,CCA5514,5112
corymbia ellipsoidea,R304/T06,CCA5515,5112
corymbia ellipsoidea,R304/T07,CCA5516,5112
eucalyptus x intrasilvatica,R304/T10,CCA5517,5069
eucalyptus moorei subsp. moorei x e. macrorhyncha,R304/T12,CCA5518,5250
eucalyptus moorei subsp. moorei x e. macrorhyncha,R304/T13,CCA5519,5250
eucalyptus moorei subsp. moorei x e. macrorhyncha,R304/T14,CCA5520,5250
eucalyptus moorei subsp. moorei x e. macrorhyncha,R304/T15,CCA5521,5250
eucalyptus drepanophylla,R304/T16,CCA5522,5133
eucalyptus drepanophylla,R304/T17,CCA5523,5133
eucalyptus drepanophylla,R304/T18,CCA5524,5133
eucalyptus drepanophylla,R304/T19,CCA5525,5133
eucalyptus glomericassis,R304/T20,CCA5526,5219
eucalyptus glomericassis,R304/T21,CCA5527,5219
eucalyptus glomericassis,R304/T22,CCA5528,5219
eucalyptus glomericassis,R304/T23,CCA5529,5219
eucalyptus shirleyi,R304/T24,CCA5530,5117
eucalyptus shirleyi,R304/T25,CCA5531,5117
eucalyptus shirleyi,R304/T26,CCA5532,5117
eucalyptus shirleyi,R304/T27,CCA5533,5117
eucalyptus todtiana,R304/T28,CCA5534,5075
eucalyptus todtiana,R304/T29,CCA5535,5075
eucalyptus todtiana,R304/T30,CCA5536,5075
eucalyptus todtiana,R304/T31,CCA5537,5075
eucalyptus xanthonema subsp. apposita,R304/T32,CCA5538,5062
eucalyptus xanthonema subsp. apposita,R304/T33,CCA5539,5062
eucalyptus moorei subsp. moorei,R305/T01,CCA5540,5249
eucalyptus moorei subsp. moorei,R305/T02,CCA5541,5249
eucalyptus moorei subsp. moorei,R305/T04,CCA5542,5249
corymbia grandifolia subsp. longior,R305/T05,CCA5543,4215
corymbia polysciada,R305/T06,CCA5544,4218
eucalyptus moorei subsp. moorei x e. ?triflora,R305/T07,CCA5545,5243
eucalyptus moorei subsp. moorei x e. ?triflora,R305/T08,CCA5546,5243
eucalyptus moorei subsp. moorei x e. ?triflora,R305/T09,CCA5547,5243
eucalyptus moorei subsp. moorei x e. ?triflora,R305/T10,CCA5548,5243
corymbia trachyphloia subsp. trachyphloia,R305/T11,CCA5549,5128
corymbia trachyphloia subsp. trachyphloia,R305/T12,CCA5550,5128
corymbia trachyphloia subsp. trachyphloia,R305/T13,CCA5551,5128
